course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
PSYC BC3618,SENIOR RESEARCH THESIS,Discussions of the student's Independent Research project during the fall and spring terms that culminate in a written and oral senior thesis. Each project must be supervised by a scientist working at Barnard or at another local institution.,Lisa K Son,,,00623,,X3618-20271-001,,Psychology @Barnard,PSYC,https://doc.sis.columbia.edu/subj/PSYC/X3618-20271-001/,,,,1,,,20271PSYC3618X001,SEMINAR
RELI BC2780,INTRODUCTION TO NATIVE AMERICAN RELIGIOU,REQUIRED DISCUSSION SECTION FOR RELI UN2779,,,,00206,,X2780-20271-001,INTRO NAT AMER RELI TRAD-,Religion @Barnard,RELI,https://doc.sis.columbia.edu/subj/RELI/X2780-20271-001/,,,,0,RELI UN2779,,20271RELI2780X001,DISCUSSION
RELI BC2780,INTRODUCTION TO NATIVE AMERICAN RELIGIOU,REQUIRED DISCUSSION SECTION FOR RELI UN2779,,,,00207,,X2780-20271-002,INTRO NAT AMER RELI TRAD-,Religion @Barnard,RELI,https://doc.sis.columbia.edu/subj/RELI/X2780-20271-002/,,,,0,RELI UN2779,,20271RELI2780X002,DISCUSSION
RELI BC3216,Religious Histories of New York City,"This class examines different religious histories of New York City from the early 1800s through the 1950s. We will explore how different religious traditions were shaped by the city and its diversity, and how those people and institutions left their imprints on the city we live in today. The first half of the semester focuses on intersecting themes of religion and capitalism, religion and gender and sexuality, and on the social dynamics of the city’s symbolic meanings as place of refuge and liberation (for domestic and foreign migrants) or as a locus of sin in need of moral reform. The second half of the semester turns to case studies of different neighborhoods including Harlem, the Lower East Side, Williamsburg, and Flushing. How did different religious communities conceptualize “the neighborhood” in relation to the larger city, and how did they grapple with diversity and change? Students will also be introduced to archival collections of the East Harlem Protestant Parish and several settlement houses located at the Burke Library at Union Theological Seminary and at Butler Library.",Gale L Kenny,,,00421,,X3216-20271-001,Religious Histories of NY,Religion @Barnard,RELI,https://doc.sis.columbia.edu/subj/RELI/X3216-20271-001/,,,,4,,,20271RELI3216X001,SEMINAR
RELI BC3219,Religion in Modern US- Discussion,"This course examines the history of religion in the United States from the Civil War to the present through thematic units focused on the legal structures of religious freedom; race, religion, and nationality; healing, aesthetics, and embodiment; and, finally, religion and politics. Over the course of the semester, students will explore various religious communities as well as the ways social, political, and economic factors have shaped those traditions – and how religious communities have in turn shaped US society, politics, and culture. Students will also be introduced to key themes and debates in the field of American religious studies.",,,,00208,,X3219-20271-001,RELI IN MOD US- DISC,Religion @Barnard,RELI,https://doc.sis.columbia.edu/subj/RELI/X3219-20271-001/,,,,0,,,20271RELI3219X001,DISCUSSION
RELI BC3219,Religion in Modern US- Discussion,"This course examines the history of religion in the United States from the Civil War to the present through thematic units focused on the legal structures of religious freedom; race, religion, and nationality; healing, aesthetics, and embodiment; and, finally, religion and politics. Over the course of the semester, students will explore various religious communities as well as the ways social, political, and economic factors have shaped those traditions – and how religious communities have in turn shaped US society, politics, and culture. Students will also be introduced to key themes and debates in the field of American religious studies.",,,,00218,,X3219-20271-002,RELI IN MOD US- DISC,Religion @Barnard,RELI,https://doc.sis.columbia.edu/subj/RELI/X3219-20271-002/,,,,0,,,20271RELI3219X002,DISCUSSION
RELI BC3996,Religion Salon: New Directions,"The Religion Salon is a one-point course in the Religion department, designed to offer students an introduction to new areas of the academic study of religion and/or new approaches to the field. The Religion Salon will be offered as a supplement to an existing course offered in the same semester and will be open to (but not required of) the students in that existing course as well as to students who wish to take the Salon as a stand-alone one-point course. The Religion Salon will feature guest scholars whose research and teaching extend into new areas and/or engage in new approaches to the academic study of religion.",Meghan E Hartman,,,00213,,X3996-20271-001,Religion Salon: New Direc,Religion @Barnard,RELI,https://doc.sis.columbia.edu/subj/RELI/X3996-20271-001/,,,,1,,,20271RELI3996X001,COLLOQUIA
RELI BC3998,SENIOR RESEARCH SEMINAR,Working research seminar devoted to helping students produce a substantive piece of writing that will represent the culmination of their work at the College and in the major.,Hussein Rashid,,,00214,,X3998-20271-001,,Religion @Barnard,RELI,https://doc.sis.columbia.edu/subj/RELI/X3998-20271-001/,,,,4,,,20271RELI3998X001,SEMINAR
RELI GR6617,Religion & Space,"Emplacement is often taken as the unspoken background of the study of religious phenomena. This seminar considers how problematizations of space, place, locality, and geography may cast religious phenomena in a new light. Approaches to theorizing space and place from various disciplines such as geography, cultural anthropology, philosophy, literature, art history, and history of cartography will be brought into conversation with questions emerging within the study of specific religion traditions. 
  
While this seminar is open to interested students from all disciplines, our work in this course specifically falls into the “zone of inquiry” of “space and place” of the Religion Department’s graduate programs. “Zones of inquiry” seek to introduce students to a particular cluster of key concepts and various theoretical elaborations of those concepts, in order to aid students in honing their ability to reflect critically on and develop further the central concepts that they derive from and bring to the specific traditions and phenomena that they study in their own research. A main goal of this course will therefore be to deepen our conceptual and analytical acumen and expand our theoretical resources at the intersection of religious studies and theories of space, place, and geography.",David L Moerman,,,00698,,G6617-20271-001,,Asian and Middle East @Barnard,RELI,https://doc.sis.columbia.edu/subj/RELI/G6617-20271-001/,,,,4,,,20271RELI6617G001,SEMINAR
RELI GU4002,CURATING ISLAM IN NEW YORK CITY,"This course focuses on the ways in which museums conceptualize, contextualize, curate and display Islamic art.  In the process, it interrogates the degree to which the orientalist past and the secular present shapes our understanding of the Muslim world.  Students will not just engage with material objects from Muslim societies but also consider the choices museums make about their display and presentation.  These choices, in turn, speak to the role of museums in defining a specific understanding of the “sacred.” Finally, students will learn to thoughtfully and critically pose questions about the roles that museums as public institutions play in sharping public and private understandings of Islam.
  
The course begins with a general discussion of material objects in the study of religion.  This is followed by a broad survey of Islamic Art which both describes and critiques the category as it has been framed in the Academy.  Students then visit a number of museums to learn about the style and content of their Islamic collections.  The course concludes by engaging a different kind of curation, namely oral histories in the Brooklyn Museum.",Najam I Haider,,,00215,,W4002-20271-001,CURATING ISLAM IN NYC,Religion @Barnard,RELI,https://doc.sis.columbia.edu/subj/RELI/W4002-20271-001/,,,,4,,,20271RELI4002W001,SEMINAR
